# extracted from cty_wt_mod.dat on Sat Jan 31 07:33:02 2026Z
# prefix     lat+N   lng+E  DXCC
UA1Z         68.03   34.57  54
UA2          54.72   20.52  126
UA3A         55.75   37.62  54
UA3B         55.75   37.62  54
UA3C         55.75   37.62  54
UA3D         55.70   36.97  54
UA3E         52.85   36.43  54
UA3F         55.70   36.97  54
UA3G         52.70   39.15  54
UA3H         55.70   36.97  54
UA3I         57.15   34.62  54
UA3J         57.15   34.62  54
UA3K         51.05   40.15  54
UA3L         55.00   33.00  54
UA3M         57.87   39.20  54
UA3N         58.55   43.68  54
UA3O         51.05   40.15  54
UA3P         53.92   37.58  54
UA3Q         51.05   40.15  54
UA3R         52.72   41.57  54
UA3S         54.40   40.60  54
UA3T         56.48   44.53  54
UA3U         57.02   41.52  54
UA3V         56.08   40.62  54
UA3W         51.75   36.02  54
UA3X         54.43   35.43  54
UA3Y         52.95   33.40  54
UA3Z         50.77   37.45  54
UA4A         49.73   44.12  54
UA4B         49.73   44.12  54
UA4C         51.78   46.73  54
UA4D         51.78   46.73  54
UA4F         53.25   44.57  54
UA4H         53.45   50.45  54
UA4HBM       53.45   50.45  54
UA4HGL       53.45   50.45  54
UA4HIP       53.45   50.45  54
UA4HRZ       53.45   50.45  54
UA4HY        53.45   50.45  54
UA4I         53.45   50.45  54
UA4L         53.95   47.92  54
UA4M         53.95   47.92  54
UA4N         58.77   49.83  54
UA4NF        58.77   49.83  54
UA4O         58.77   49.83  54
UA4P         55.55   50.93  54
UA4PN        55.55   50.93  54
UA4PRU       55.55   50.93  54
UA4Q         55.55   50.93  54
UA4R         55.55   50.93  54
UA4S         56.70   47.87  54
UA4T         56.70   47.87  54
UA4U         54.43   44.45  54
UA4W         57.28   52.75  54
UA4Y         55.55   47.10  54
UA4Z         55.55   47.10  54
UA5A         55.75   37.62  54
UA5B         55.75   37.62  54
UA5C         55.75   37.62  54
UA5D         55.70   36.97  54
UA5E         52.85   36.43  54
UA5F         55.70   36.97  54
UA5G         52.70   39.15  54
UA5H         55.70   36.97  54
UA5I         57.15   34.62  54
UA5J         57.15   34.62  54
UA5K         51.05   40.15  54
UA5L         55.00   33.00  54
UA5M         57.87   39.20  54
UA5N         58.55   43.68  54
UA5O         51.05   40.15  54
UA5P         53.92   37.58  54
UA5Q         51.05   40.15  54
UA5R         52.72   41.57  54
UA5S         54.40   40.60  54
UA5T         56.48   44.53  54
UA5U         57.02   41.52  54
UA5V         56.08   40.62  54
UA5W         51.75   36.02  54
UA5X         54.43   35.43  54
UA5Y         52.95   33.40  54
UA5Z         50.77   37.45  54
UA6A         45.37   39.43  54
UA6B         45.37   39.43  54
UA6C         45.37   39.43  54
UA6D         45.37   39.43  54
UA6E         43.92   41.78  54
UA6F         45.05   43.27  54
UA6G         45.05   43.27  54
UA6H         45.05   43.27  54
UA6I         46.57   45.32  54
UA6J         43.18   44.23  54
UA6K         44.93   34.10  54
UA6L         47.87   41.18  54
UA6M         47.87   41.18  54
UA6N         47.87   41.18  54
UA6P         43.40   45.72  54
UA6Q         43.20   44.97  54
UA6R         50.00   30.00  54
UA6T         45.05   43.27  54
UA6U         47.23   47.23  54
UA6V         47.23   47.23  54
UA6W         43.10   46.88  54
UA6X         43.58   43.40  54
UA6Y         44.65   40.00  54
UA7A         45.37   39.43  54
UA7B         45.37   39.43  54
UA7C         45.37   39.43  54
UA7D         45.37   39.43  54
UA7E         43.92   41.78  54
UA7F         45.05   43.27  54
UA7G         45.05   43.27  54
UA7H         45.05   43.27  54
UA7I         46.57   45.32  54
UA7J         43.18   44.23  54
UA7K         44.93   34.10  54
UA7L         47.87   41.18  54
UA7M         47.87   41.18  54
UA7N         47.87   41.18  54
UA7P         43.40   45.72  54
UA7Q         43.20   44.97  54
UA7R         50.00   30.00  54
UA7T         45.05   43.27  54
UA7U         47.23   47.23  54
UA7V         47.23   47.23  54
UA7W         43.10   46.88  54
UA7X         43.58   43.40  54
UA7Y         44.65   40.00  54
UA8          55.88   84.08  15
UA8A         54.75   60.70  15
UA8B         54.75   60.70  15
UA8C         58.70   61.33  15
UA8D         58.70   61.33  15
UA8E         58.70   61.33  15
UA8F         58.00   56.32  54
UA8G         58.00   56.32  54
UA8H         58.75   82.13  15
UA8I         58.75   82.13  15
UA8J         62.25   70.17  15
UA8K         65.30   74.03  15
UA8L         57.83   69.00  15
UA8M         56.22   73.27  15
UA8N         56.22   73.27  15
UA8O         55.45   79.55  15
UA8P         55.45   79.55  15
UA8Q         55.57   64.75  15
UA8R         55.57   64.75  15
UA8S         52.13   55.60  15
UA8T         52.13   55.60  15
UA8U         54.93   87.23  15
UA8V         54.93   87.23  15
UA8W         54.47   56.27  15
UA8X         64.28   54.47  54
UA8Y         52.77   82.62  15
UA8Z         50.92   86.92  15
UA9          55.88   84.08  15
UA9A         54.75   60.70  15
UA9B         54.75   60.70  15
UA9C         58.70   61.33  15
UA9CHL/6     53.65   41.37  54
UA9D         58.70   61.33  15
UA9E         58.70   61.33  15
UA9F         58.00   56.32  54
UA9G         58.00   56.32  54
UA9H         58.75   82.13  15
UA9I         58.75   82.13  15
UA9J         62.25   70.17  15
UA9JNT       62.25   70.17  15
UA9K         65.30   74.03  15
UA9L         57.83   69.00  15
UA9M         56.22   73.27  15
UA9MW        56.22   73.27  15
UA9N         56.22   73.27  15
UA9O         55.45   79.55  15
UA9P         55.45   79.55  15
UA9Q         55.57   64.75  15
UA9R         55.57   64.75  15
UA9S         52.13   55.60  15
UA9T         52.13   55.60  15
UA9U         54.93   87.23  15
UA9V         54.93   87.23  15
UA9W         54.47   56.27  15
UA9X         64.28   54.47  54
UA9Y         52.77   82.62  15
UA9Z         50.92   86.92  15
UB0          55.88   84.08  15
UB0A         59.88   91.67  15
UB0B         59.88   91.67  15
UB0C         54.80  136.83  15
UB0D         48.60  132.20  15
UB0E         50.55  142.60  15
UB0F         50.55  142.60  15
UB0G         53.55  127.83  15
UB0H         59.88   91.67  15
UB0I         62.90  153.70  15
UB0J         53.55  127.83  15
UB0K         66.67  171.00  15
UB0L         45.33  134.67  15
UB0M         45.33  134.67  15
UB0N         45.33  134.67  15
UB0O         53.80  109.33  15
UB0Q         66.40  129.17  15
UB0R         57.37  106.00  15
UB0S         57.37  106.00  15
UB0T         57.37  106.00  15
UB0U         54.00  118.00  15
UB0V         54.00  118.00  15
UB0W         53.50   90.00  15
UB0X         56.00  159.00  15
UB0Y         51.78   94.75  15
UB0Z         56.00  159.00  15
UB1A         59.95   30.30  54
UB1B         59.95   30.30  54
UB1C         60.05   31.75  54
UB1D         60.05   31.75  54
UB1F         59.95   30.30  54
UB1H         59.95   30.30  54
UB1I         64.28   54.47  54
UB1J         59.95   30.30  54
UB1L         59.95   30.30  54
UB1M         59.95   30.30  54
UB1N         63.82   33.00  54
UB1O         63.50   43.00  54
UB1P         68.83   54.83  54
UB1Q         60.08   40.45  54
UB1R         60.08   40.45  54
UB1S         60.08   40.45  54
UB1T         58.43   32.38  54
UB1W         57.32   29.25  54
UB1X         57.32   29.25  54
UB1Z         68.03   34.57  54
UB2          54.72   20.52  126
UB3A         55.75   37.62  54
UB3B         55.75   37.62  54
UB3C         55.75   37.62  54
UB3D         55.70   36.97  54
UB3E         52.85   36.43  54
UB3F         55.70   36.97  54
UB3G         52.70   39.15  54
UB3H         55.70   36.97  54
UB3I         57.15   34.62  54
UB3J         57.15   34.62  54
UB3K         51.05   40.15  54
UB3L         55.00   33.00  54
UB3M         57.87   39.20  54
UB3N         58.55   43.68  54
UB3O         51.05   40.15  54
UB3P         53.92   37.58  54
UB3Q         51.05   40.15  54
UB3R         52.72   41.57  54
UB3S         54.40   40.60  54
UB3T         56.48   44.53  54
UB3U         57.02   41.52  54
UB3V         56.08   40.62  54
UB3W         51.75   36.02  54
UB3X         54.43   35.43  54
UB3Y         52.95   33.40  54
UB3Z         50.77   37.45  54
UB4A         49.73   44.12  54
UB4B         49.73   44.12  54
UB4C         51.78   46.73  54
UB4D         51.78   46.73  54
UB4F         53.25   44.57  54
UB4H         53.45   50.45  54
UB4I         53.45   50.45  54
UB4L         53.95   47.92  54
UB4M         53.95   47.92  54
UB4N         58.77   49.83  54
UB4O         58.77   49.83  54
UB4P         55.55   50.93  54
UB4Q         55.55   50.93  54
UB4R         55.55   50.93  54
UB4S         56.70   47.87  54
UB4T         56.70   47.87  54
UB4U         54.43   44.45  54
UB4W         57.28   52.75  54
UB4Y         55.55   47.10  54
UB4Z         55.55   47.10  54
UB5A         55.75   37.62  54
UB5B         55.75   37.62  54
UB5C         55.75   37.62  54
UB5D         55.70   36.97  54
UB5E         52.85   36.43  54
UB5F         55.70   36.97  54
UB5G         52.70   39.15  54
UB5H         55.70   36.97  54
UB5I         57.15   34.62  54
UB5J         57.15   34.62  54
UB5K         51.05   40.15  54
UB5L         55.00   33.00  54
UB5M         57.87   39.20  54
UB5N         58.55   43.68  54
UB5O         51.05   40.15  54
UB5P         53.92   37.58  54
UB5Q         51.05   40.15  54
UB5R         52.72   41.57  54
UB5S         54.40   40.60  54
UB5T         56.48   44.53  54
UB5U         57.02   41.52  54
UB5V         56.08   40.62  54
UB5W         51.75   36.02  54
UB5X         54.43   35.43  54
UB5Y         52.95   33.40  54
UB5Z         50.77   37.45  54
UB6A         45.37   39.43  54
UB6B         45.37   39.43  54
UB6C         45.37   39.43  54
UB6D         45.37   39.43  54
UB6E         43.92   41.78  54
UB6F         45.05   43.27  54
UB6G         45.05   43.27  54
UB6H         45.05   43.27  54
UB6I         46.57   45.32  54
UB6J         43.18   44.23  54
UB6K         44.93   34.10  54
UB6L         47.87   41.18  54
UB6M         47.87   41.18  54
UB6N         47.87   41.18  54
UB6P         43.40   45.72  54
UB6Q         43.20   44.97  54
UB6R         50.00   30.00  54
UB6T         45.05   43.27  54
UB6U         47.23   47.23  54
UB6V         47.23   47.23  54
UB6W         43.10   46.88  54
UB6X         43.58   43.40  54
UB6Y         44.65   40.00  54
UB7A         45.37   39.43  54
UB7B         45.37   39.43  54
UB7C         45.37   39.43  54
UB7D         45.37   39.43  54
UB7E         43.92   41.78  54
UB7F         45.05   43.27  54
UB7G         45.05   43.27  54
UB7H         45.05   43.27  54
UB7I         46.57   45.32  54
UB7J         43.18   44.23  54
UB7K         44.93   34.10  54
UB7L         47.87   41.18  54
UB7M         47.87   41.18  54
UB7N         47.87   41.18  54
UB7P         43.40   45.72  54
UB7Q         43.20   44.97  54
UB7R         50.00   30.00  54
UB7T         45.05   43.27  54
UB7U         47.23   47.23  54
UB7V         47.23   47.23  54
UB7W         43.10   46.88  54
UB7X         43.58   43.40  54
UB7Y         44.65   40.00  54
UB8          55.88   84.08  15
UB8A         54.75   60.70  15
UB8B         54.75   60.70  15
UB8C         58.70   61.33  15
UB8D         58.70   61.33  15
UB8E         58.70   61.33  15
UB8F         58.00   56.32  54
UB8G         58.00   56.32  54
UB8H         58.75   82.13  15
UB8I         58.75   82.13  15
UB8J         62.25   70.17  15
UB8K         65.30   74.03  15
UB8L         57.83   69.00  15
UB8M         56.22   73.27  15
UB8N         56.22   73.27  15
UB8O         55.45   79.55  15
UB8P         55.45   79.55  15
UB8Q         55.57   64.75  15
UB8R         55.57   64.75  15
UB8S         52.13   55.60  15
UB8T         52.13   55.60  15
UB8U         54.93   87.23  15
UB8V         54.93   87.23  15
UB8W         54.47   56.27  15
UB8X         64.28   54.47  54
UB8Y         52.77   82.62  15
UB8Z         50.92   86.92  15
UB9          55.88   84.08  15
UB9A         54.75   60.70  15
UB9B         54.75   60.70  15
UB9C         58.70   61.33  15
UB9D         58.70   61.33  15
UB9E         58.70   61.33  15
UB9F         58.00   56.32  54
UB9G         58.00   56.32  54
UB9H         58.75   82.13  15
UB9I         58.75   82.13  15
UB9J         62.25   70.17  15
UB9K         65.30   74.03  15
UB9L         57.83   69.00  15
UB9M         56.22   73.27  15
UB9N         56.22   73.27  15
UB9O         55.45   79.55  15
UB9P         55.45   79.55  15
UB9Q         55.57   64.75  15
UB9R         55.57   64.75  15
UB9S         52.13   55.60  15
UB9T         52.13   55.60  15
UB9U         54.93   87.23  15
UB9V         54.93   87.23  15
UB9W         54.47   56.27  15
UB9X         64.28   54.47  54
UB9Y         52.77   82.62  15
UB9Z         50.92   86.92  15
UC0          55.88   84.08  15
UC0A         59.88   91.67  15
UC0B         59.88   91.67  15
UC0C         54.80  136.83  15
UC0D         48.60  132.20  15
UC0E         50.55  142.60  15
UC0F         50.55  142.60  15
UC0G         53.55  127.83  15
UC0H         59.88   91.67  15
UC0I         62.90  153.70  15
UC0J         53.55  127.83  15
UC0K         66.67  171.00  15
UC0L         45.33  134.67  15
UC0M         45.33  134.67  15
UC0N         45.33  134.67  15
UC0O         53.80  109.33  15
UC0Q         66.40  129.17  15
UC0R         57.37  106.00  15
UC0S         57.37  106.00  15
UC0T         57.37  106.00  15
UC0U         54.00  118.00  15
UC0V         54.00  118.00  15
UC0W         53.50   90.00  15
UC0X         56.00  159.00  15
UC0Y         51.78   94.75  15
UC0Z         56.00  159.00  15
UC1A         59.95   30.30  54
UC1B         59.95   30.30  54
UC1C         60.05   31.75  54
UC1D         60.05   31.75  54
UC1F         59.95   30.30  54
UC1H         59.95   30.30  54
UC1I         64.28   54.47  54
UC1J         59.95   30.30  54
UC1L         59.95   30.30  54
UC1M         59.95   30.30  54
UC1N         63.82   33.00  54
UC1O         63.50   43.00  54
UC1P         68.83   54.83  54
UC1Q         60.08   40.45  54
UC1R         60.08   40.45  54
UC1S         60.08   40.45  54
UC1T         58.43   32.38  54
UC1W         57.32   29.25  54
UC1X         57.32   29.25  54
UC1Z         68.03   34.57  54
UC2          54.72   20.52  126
UC3A         55.75   37.62  54
UC3B         55.75   37.62  54
UC3C         55.75   37.62  54
UC3D         55.70   36.97  54
UC3E         52.85   36.43  54
UC3F         55.70   36.97  54
UC3G         52.70   39.15  54
UC3H         55.70   36.97  54
UC3I         57.15   34.62  54
UC3J         57.15   34.62  54
UC3K         51.05   40.15  54
UC3L         55.00   33.00  54
UC3M         57.87   39.20  54
UC3N         58.55   43.68  54
UC3O         51.05   40.15  54
UC3P         53.92   37.58  54
UC3Q         51.05   40.15  54
UC3R         52.72   41.57  54
UC3S         54.40   40.60  54
UC3T         56.48   44.53  54
UC3U         57.02   41.52  54
UC3V         56.08   40.62  54
UC3W         51.75   36.02  54
UC3X         54.43   35.43  54
UC3Y         52.95   33.40  54
UC3Z         50.77   37.45  54
UC4A         49.73   44.12  54
UC4B         49.73   44.12  54
UC4C         51.78   46.73  54
UC4D         51.78   46.73  54
UC4F         53.25   44.57  54
UC4H         53.45   50.45  54
UC4I         53.45   50.45  54
UC4L         53.95   47.92  54
UC4M         53.95   47.92  54
UC4N         58.77   49.83  54
UC4O         58.77   49.83  54
UC4P         55.55   50.93  54
UC4Q         55.55   50.93  54
UC4R         55.55   50.93  54
UC4S         56.70   47.87  54
UC4T         56.70   47.87  54
UC4U         54.43   44.45  54
UC4W         57.28   52.75  54
UC4Y         55.55   47.10  54
UC4Z         55.55   47.10  54
UC5A         55.75   37.62  54
UC5B         55.75   37.62  54
UC5C         55.75   37.62  54
UC5D         55.70   36.97  54
UC5E         52.85   36.43  54
UC5F         55.70   36.97  54
UC5G         52.70   39.15  54
UC5H         55.70   36.97  54
UC5I         57.15   34.62  54
UC5J         57.15   34.62  54
UC5K         51.05   40.15  54
UC5L         55.00   33.00  54
UC5M         57.87   39.20  54
UC5N         58.55   43.68  54
UC5O         51.05   40.15  54
UC5P         53.92   37.58  54
UC5Q         51.05   40.15  54
UC5R         52.72   41.57  54
UC5S         54.40   40.60  54
UC5T         56.48   44.53  54
UC5U         57.02   41.52  54
UC5V         56.08   40.62  54
UC5W         51.75   36.02  54
UC5X         54.43   35.43  54
UC5Y         52.95   33.40  54
UC5Z         50.77   37.45  54
UC6A         45.37   39.43  54
UC6B         45.37   39.43  54
UC6C         45.37   39.43  54
UC6D         45.37   39.43  54
UC6E         43.92   41.78  54
UC6F         45.05   43.27  54
UC6G         45.05   43.27  54
UC6H         45.05   43.27  54
UC6I         46.57   45.32  54
UC6J         43.18   44.23  54
UC6K         44.93   34.10  54
UC6L         47.87   41.18  54
UC6M         47.87   41.18  54
UC6N         47.87   41.18  54
UC6P         43.40   45.72  54
UC6Q         43.20   44.97  54
UC6R         50.00   30.00  54
UC6T         45.05   43.27  54
UC6U         47.23   47.23  54
UC6V         47.23   47.23  54
UC6W         43.10   46.88  54
UC6X         43.58   43.40  54
UC6Y         44.65   40.00  54
UC7A         45.37   39.43  54
UC7B         45.37   39.43  54
UC7C         45.37   39.43  54
UC7D         45.37   39.43  54
UC7E         43.92   41.78  54
UC7F         45.05   43.27  54
UC7G         45.05   43.27  54
UC7H         45.05   43.27  54
UC7I         46.57   45.32  54
UC7J         43.18   44.23  54
UC7K         44.93   34.10  54
UC7L         47.87   41.18  54
UC7M         47.87   41.18  54
UC7N         47.87   41.18  54
UC7P         43.40   45.72  54
UC7Q         43.20   44.97  54
UC7R         50.00   30.00  54
UC7T         45.05   43.27  54
UC7U         47.23   47.23  54
UC7V         47.23   47.23  54
UC7W         43.10   46.88  54
UC7X         43.58   43.40  54
UC7Y         44.65   40.00  54
UC8          55.88   84.08  15
UC8A         54.75   60.70  15
UC8B         54.75   60.70  15
UC8C         58.70   61.33  15
UC8D         58.70   61.33  15
UC8E         58.70   61.33  15
UC8F         58.00   56.32  54
UC8G         58.00   56.32  54
UC8H         58.75   82.13  15
UC8I         58.75   82.13  15
UC8J         62.25   70.17  15
UC8K         65.30   74.03  15
UC8L         57.83   69.00  15
UC8M         56.22   73.27  15
UC8N         56.22   73.27  15
UC8O         55.45   79.55  15
UC8P         55.45   79.55  15
UC8Q         55.57   64.75  15
UC8R         55.57   64.75  15
UC8S         52.13   55.60  15
UC8T         52.13   55.60  15
UC8U         54.93   87.23  15
UC8V         54.93   87.23  15
UC8W         54.47   56.27  15
UC8X         64.28   54.47  54
UC8Y         52.77   82.62  15
UC8Z         50.92   86.92  15
UC9          55.88   84.08  15
UC9A         54.75   60.70  15
UC9B         54.75   60.70  15
UC9C         58.70   61.33  15
UC9D         58.70   61.33  15
UC9E         58.70   61.33  15
UC9F         58.00   56.32  54
UC9G         58.00   56.32  54
UC9H         58.75   82.13  15
UC9I         58.75   82.13  15
UC9J         62.25   70.17  15
UC9K         65.30   74.03  15
UC9L         57.83   69.00  15
UC9M         56.22   73.27  15
UC9N         56.22   73.27  15
UC9O         55.45   79.55  15
UC9P         55.45   79.55  15
UC9Q         55.57   64.75  15
UC9R         55.57   64.75  15
UC9S         52.13   55.60  15
UC9T         52.13   55.60  15
UC9U         54.93   87.23  15
UC9V         54.93   87.23  15
UC9W         54.47   56.27  15
UC9X         64.28   54.47  54
UC9Y         52.77   82.62  15
UC9Z         50.92   86.92  15
UD0          55.88   84.08  15
UD0A         59.88   91.67  15
UD0B         59.88   91.67  15
UD0C         54.80  136.83  15
UD0D         48.60  132.20  15
UD0E         50.55  142.60  15
UD0F         50.55  142.60  15
UD0G         53.55  127.83  15
UD0H         59.88   91.67  15
UD0I         62.90  153.70  15
UD0J         53.55  127.83  15
UD0K         66.67  171.00  15
UD0L         45.33  134.67  15
UD0M         45.33  134.67  15
UD0N         45.33  134.67  15
UD0O         53.80  109.33  15
UD0Q         66.40  129.17  15
UD0R         57.37  106.00  15
UD0S         57.37  106.00  15
UD0T         57.37  106.00  15
UD0U         54.00  118.00  15
UD0V         54.00  118.00  15
UD0W         53.50   90.00  15
UD0X         56.00  159.00  15
UD0Y         51.78   94.75  15
UD0Z         56.00  159.00  15
UD1A         59.95   30.30  54
UD1B         59.95   30.30  54
UD1C         60.05   31.75  54
UD1D         60.05   31.75  54
UD1F         59.95   30.30  54
UD1H         59.95   30.30  54
UD1I         64.28   54.47  54
UD1J         59.95   30.30  54
UD1L         59.95   30.30  54
UD1M         59.95   30.30  54
UD1N         63.82   33.00  54
UD1O         63.50   43.00  54
UD1P         68.83   54.83  54
UD1Q         60.08   40.45  54
UD1R         60.08   40.45  54
UD1S         60.08   40.45  54
UD1T         58.43   32.38  54
UD1W         57.32   29.25  54
UD1X         57.32   29.25  54
UD1Z         68.03   34.57  54
UD2          54.72   20.52  126
UD3A         55.75   37.62  54
UD3B         55.75   37.62  54
UD3C         55.75   37.62  54
UD3D         55.70   36.97  54
UD3E         52.85   36.43  54
UD3F         55.70   36.97  54
UD3G         52.70   39.15  54
UD3H         55.70   36.97  54
UD3I         57.15   34.62  54
UD3J         57.15   34.62  54
UD3K         51.05   40.15  54
UD3L         55.00   33.00  54
UD3M         57.87   39.20  54
UD3N         58.55   43.68  54
UD3O         51.05   40.15  54
UD3P         53.92   37.58  54
UD3Q         51.05   40.15  54
UD3R         52.72   41.57  54
UD3S         54.40   40.60  54
UD3T         56.48   44.53  54
UD3U         57.02   41.52  54
UD3V         56.08   40.62  54
UD3W         51.75   36.02  54
UD3X         54.43   35.43  54
UD3Y         52.95   33.40  54
UD3Z         50.77   37.45  54
UD4A         49.73   44.12  54
UD4B         49.73   44.12  54
UD4C         51.78   46.73  54
UD4D         51.78   46.73  54
UD4F         53.25   44.57  54
UD4H         53.45   50.45  54
UD4I         53.45   50.45  54
UD4L         53.95   47.92  54
UD4M         53.95   47.92  54
UD4N         58.77   49.83  54
UD4O         58.77   49.83  54
UD4P         55.55   50.93  54
UD4Q         55.55   50.93  54
UD4R         55.55   50.93  54
UD4S         56.70   47.87  54
UD4T         56.70   47.87  54
UD4U         54.43   44.45  54
UD4W         57.28   52.75  54
UD4Y         55.55   47.10  54
UD4Z         55.55   47.10  54
UD5A         55.75   37.62  54
UD5B         55.75   37.62  54
UD5C         55.75   37.62  54
UD5D         55.70   36.97  54
UD5E         52.85   36.43  54
UD5F         55.70   36.97  54
UD5G         52.70   39.15  54
UD5H         55.70   36.97  54
UD5I         57.15   34.62  54
UD5J         57.15   34.62  54
UD5K         51.05   40.15  54
UD5L         55.00   33.00  54
UD5M         57.87   39.20  54
UD5N         58.55   43.68  54
UD5O         51.05   40.15  54
UD5P         53.92   37.58  54
UD5Q         51.05   40.15  54
UD5R         52.72   41.57  54
UD5S         54.40   40.60  54
UD5T         56.48   44.53  54
UD5U         57.02   41.52  54
UD5V         56.08   40.62  54
UD5W         51.75   36.02  54
UD5X         54.43   35.43  54
UD5Y         52.95   33.40  54
UD5Z         50.77   37.45  54
UD6A         45.37   39.43  54
UD6AOP/0     56.00  159.00  15
UD6B         45.37   39.43  54
UD6C         45.37   39.43  54
UD6D         45.37   39.43  54
UD6E         43.92   41.78  54
UD6F         45.05   43.27  54
UD6G         45.05   43.27  54
UD6H         45.05   43.27  54
UD6I         46.57   45.32  54
UD6J         43.18   44.23  54
UD6K         44.93   34.10  54
UD6L         47.87   41.18  54
UD6M         47.87   41.18  54
UD6N         47.87   41.18  54
UD6P         43.40   45.72  54
UD6Q         43.20   44.97  54
UD6R         50.00   30.00  54
UD6T         45.05   43.27  54
UD6U         47.23   47.23  54
UD6V         47.23   47.23  54
UD6W         43.10   46.88  54
UD6X         43.58   43.40  54
UD6Y         44.65   40.00  54
UD7A         45.37   39.43  54
UD7B         45.37   39.43  54
UD7C         45.37   39.43  54
UD7D         45.37   39.43  54
UD7E         43.92   41.78  54
UD7F         45.05   43.27  54
UD7G         45.05   43.27  54
UD7H         45.05   43.27  54
UD7I         46.57   45.32  54
UD7J         43.18   44.23  54
UD7K         44.93   34.10  54
UD7L         47.87   41.18  54
UD7M         47.87   41.18  54
UD7N         47.87   41.18  54
UD7P         43.40   45.72  54
UD7Q         43.20   44.97  54
UD7R         50.00   30.00  54
UD7T         45.05   43.27  54
UD7U         47.23   47.23  54
UD7V         47.23   47.23  54
UD7W         43.10   46.88  54
UD7X         43.58   43.40  54
UD7Y         44.65   40.00  54
UD8          55.88   84.08  15
UD8A         54.75   60.70  15
UD8B         54.75   60.70  15
UD8C         58.70   61.33  15
UD8D         58.70   61.33  15
UD8E         58.70   61.33  15
UD8F         58.00   56.32  54
UD8G         58.00   56.32  54
UD8H         58.75   82.13  15
UD8I         58.75   82.13  15
UD8J         62.25   70.17  15
UD8K         65.30   74.03  15
UD8L         57.83   69.00  15
UD8M         56.22   73.27  15
UD8N         56.22   73.27  15
UD8O         55.45   79.55  15
UD8P         55.45   79.55  15
UD8Q         55.57   64.75  15
UD8R         55.57   64.75  15
UD8S         52.13   55.60  15
UD8T         52.13   55.60  15
UD8U         54.93   87.23  15
UD8V         54.93   87.23  15
UD8W         54.47   56.27  15
UD8X         64.28   54.47  54
UD8Y         52.77   82.62  15
UD8Z         50.92   86.92  15
UD9          55.88   84.08  15
UD9A         54.75   60.70  15
UD9B         54.75   60.70  15
UD9C         58.70   61.33  15
UD9D         58.70   61.33  15
UD9E         58.70   61.33  15
UD9F         58.00   56.32  54
UD9G         58.00   56.32  54
UD9H         58.75   82.13  15
UD9I         58.75   82.13  15
UD9J         62.25   70.17  15
UD9K         65.30   74.03  15
UD9L         57.83   69.00  15
UD9M         56.22   73.27  15
UD9N         56.22   73.27  15
UD9O         55.45   79.55  15
UD9P         55.45   79.55  15
UD9Q         55.57   64.75  15
UD9R         55.57   64.75  15
UD9S         52.13   55.60  15
UD9T         52.13   55.60  15
UD9U         54.93   87.23  15
UD9V         54.93   87.23  15
UD9W         54.47   56.27  15
UD9X         64.28   54.47  54
UD9Y         52.77   82.62  15
UD9Z         50.92   86.92  15
UE0          55.88   84.08  15
UE0A         59.88   91.67  15
UE0B         59.88   91.67  15
UE0C         54.80  136.83  15
UE0D         48.60  132.20  15
UE0E         50.55  142.60  15
UE0F         50.55  142.60  15
UE0G         53.55  127.83  15
UE0H         59.88   91.67  15
UE0I         62.90  153.70  15
UE0J         53.55  127.83  15
UE0K         66.67  171.00  15
UE0L         45.33  134.67  15
UE0M         45.33  134.67  15
UE0N         45.33  134.67  15
UE0O         53.80  109.33  15
UE0Q         66.40  129.17  15
UE0R         57.37  106.00  15
UE0S         57.37  106.00  15
UE0T         57.37  106.00  15
UE0U         54.00  118.00  15
UE0V         54.00  118.00  15
UE0W         53.50   90.00  15
UE0X         56.00  159.00  15
UE0Y         51.78   94.75  15
UE0Z         56.00  159.00  15
UE1A         59.95   30.30  54
UE1B         59.95   30.30  54
UE1C         60.05   31.75  54
UE1D         60.05   31.75  54
UE1F         59.95   30.30  54
UE1H         59.95   30.30  54
UE1I         64.28   54.47  54
UE1J         59.95   30.30  54
UE1L         59.95   30.30  54
UE1M         59.95   30.30  54
UE1N         63.82   33.00  54
UE1O         63.50   43.00  54
UE1P         68.83   54.83  54
UE1Q         60.08   40.45  54
UE1R         60.08   40.45  54
UE1S         60.08   40.45  54
UE1T         58.43   32.38  54
UE1W         57.32   29.25  54
UE1X         57.32   29.25  54
UE1Z         68.03   34.57  54
UE2          54.72   20.52  126
UE26HNY      47.87   41.18  54
UE26NY       47.87   41.18  54
UE3A         55.75   37.62  54
UE3B         55.75   37.62  54
UE3C         55.75   37.62  54
UE3D         55.70   36.97  54
UE3E         52.85   36.43  54
UE3F         55.70   36.97  54
UE3G         52.70   39.15  54
UE3H         55.70   36.97  54
UE3I         57.15   34.62  54
UE3J         57.15   34.62  54
UE3K         51.05   40.15  54
UE3L         55.00   33.00  54
UE3M         57.87   39.20  54
UE3N         58.55   43.68  54
UE3O         51.05   40.15  54
UE3P         53.92   37.58  54
UE3Q         51.05   40.15  54
UE3R         52.72   41.57  54
UE3S         54.40   40.60  54
UE3T         56.48   44.53  54
UE3U         57.02   41.52  54
UE3V         56.08   40.62  54
UE3W         51.75   36.02  54
UE3X         54.43   35.43  54
UE3Y         52.95   33.40  54
UE3Z         50.77   37.45  54
UE4A         49.73   44.12  54
UE4B         49.73   44.12  54
UE4C         51.78   46.73  54
UE4D         51.78   46.73  54
