# extracted from cty_wt_mod.dat on Sat Jan 31 07:33:02 2026Z
# prefix     lat+N   lng+E  DXCC
AC6          35.48 -119.35  291
AC6NN        38.85  -77.32  291
AC6NT        35.93  -86.88  291
AC6ZM        35.73  -84.35  291
AC7          41.30 -116.60  291
AC7AF        41.60 -109.23  291
AC7GG        34.93  -81.97  291
AC7P         29.75  -98.20  291
AC7YT        46.03 -114.20  291
AC8          41.35  -83.23  291
AC8Y         38.70  -77.55  291
AC9          41.55  -87.97  291
AC9DX        44.93  -91.40  291
AC9TO        44.27  -91.77  291
AD           37.60  -91.87  291
AD0          41.12  -96.57  291
AD0L         33.17 -117.23  291
AD1          42.38  -71.65  291
AD1C         39.97 -104.90  291
AD2          41.15  -74.53  291
AD3          39.95  -76.85  291
AD4          33.12  -82.20  291
AD4BL        61.40 -148.87  6
AD4DQ        37.87  -86.00  291
AD4EB        35.82  -86.88  291
AD4GG        35.08  -89.80  291
AD4SM        37.83  -85.93  291
AD4TA        37.80  -84.87  291
AD5          31.85  -96.30  291
AD5IT        33.78  -89.82  291
AD6          35.48 -119.35  291
AD6V         39.60  -77.03  291
AD7          41.30 -116.60  291
AD7CL        39.73 -105.18  291
AD7JL        33.95  -84.07  291
AD7KI        44.30 -105.50  291
AD8          41.35  -83.23  291
AD8J         35.63  -82.57  291
AD9          41.55  -87.97  291
AE           37.60  -91.87  291
AE0          41.12  -96.57  291
AE1          42.38  -71.65  291
AE2          41.15  -74.53  291
AE2V         35.80  -83.88  291
AE3          39.95  -76.85  291
AE4          33.12  -82.20  291
AE4DF        29.08  -97.28  291
AE4ED        34.80  -86.97  291
AE4GS        35.20  -84.85  291
AE4GW        35.78  -84.22  291
AE4JC        30.50  -87.88  291
AE4JM        34.55  -86.00  291
AE4QU        35.63  -85.20  291
AE5          31.85  -96.30  291
AE6          35.48 -119.35  291
AE7          41.30 -116.60  291
AE7AP        46.62 -112.02  291
AE8          41.35  -83.23  291
AE8K         39.43  -80.13  291
AE9          41.55  -87.97  291
AF           37.60  -91.87  291
AF0          41.12  -96.57  291
AF1          42.38  -71.65  291
AF1US        36.30  -88.32  291
AF2          41.15  -74.53  291
AF3          39.95  -76.85  291
AF4          33.12  -82.20  291
AF4AI        36.37  -89.30  291
AF4JF        38.78  -90.62  291
AF4T         36.33  -82.33  291
AF5          31.85  -96.30  291
AF6          35.48 -119.35  291
AF6G         35.77  -78.20  291
AF7          41.30 -116.60  291
AF8          41.35  -83.23  291
AF9          41.55  -87.97  291
AF9W         32.47 -110.90  291
AG           37.60  -91.87  291
AG0          41.12  -96.57  291
AG1          42.38  -71.65  291
AG2          41.15  -74.53  291
AG3          39.95  -76.85  291
AG4          33.12  -82.20  291
AG4H         33.30  -87.45  291
AG4P         35.87  -83.48  291
AG4V         35.10  -89.95  291
AG4W         34.78  -86.55  291
AG5          31.85  -96.30  291
AG5B         32.30  -89.97  291
AG6          35.48 -119.35  291
AG7          41.30 -116.60  291
AG7AE        36.78  -76.08  291
AG7XY        21.12 -157.48  110
AG8          41.35  -83.23  291
AG8GT        36.48  -76.12  291
AG9          41.55  -87.97  291
AG9G         45.70  -90.40  291
AH0          15.18  145.72  166
AH0U         38.00 -121.92  291
AH1           0.00 -176.00  20
AH2          13.37  144.70  103
AH2O         40.82  -73.50  291
AH2S         40.52 -112.03  291
AH2U         15.18  145.72  166
AH3          16.72 -169.53  123
AH4          28.20 -177.37  174
AH5           5.87 -162.07  197
AH6          21.12 -157.48  110
AH6FF        34.90  -87.50  291
AH6JS        43.82 -111.78  291
AH6LE        45.23 -122.80  291
AH6SU        31.70  -89.13  291
AH7          21.12 -157.48  110
AH7K         29.00 -178.00  138
AH8         -14.32 -170.78  9
AH9          19.28  166.63  297
AI           37.60  -91.87  291
AI0          41.12  -96.57  291
AI1          42.38  -71.65  291
AI2          41.15  -74.53  291
AI3          39.95  -76.85  291
AI4          33.12  -82.20  291
AI4B         34.50  -87.22  291
AI4BJ        39.02  -84.77  291
AI4DB        35.68  -88.83  291
AI4IC        36.02  -84.27  291
AI5          31.85  -96.30  291
AI5BE        30.28  -89.38  291
AI5FK        33.27  -86.90  291
AI5HG        34.95  -89.85  291
AI5SM        35.10  -77.10  291
AI6          35.48 -119.35  291
AI6O         39.03  -94.22  291
AI7          41.30 -116.60  291
AI7FF        45.67 -108.77  291
AI7YJ        61.40 -148.87  6
AI8          41.35  -83.23  291
AI8L         29.20  -96.27  291
AI8O         35.82  -80.27  291
AI8Z         37.35 -108.58  291
AI9          41.55  -87.97  291
AI9K         38.43  -90.20  291
AJ           37.60  -91.87  291
AJ0          41.12  -96.57  291
AJ0SE        43.67 -116.25  291
AJ1          42.38  -71.65  291
AJ2          41.15  -74.53  291
AJ3          39.95  -76.85  291
AJ4          33.12  -82.20  291
AJ4A         37.75  -84.30  291
AJ4F         29.52  -95.03  291
AJ4MP        37.75  -84.30  291
AJ4SB        35.50  -85.02  291
AJ5          31.85  -96.30  291
AJ6          35.48 -119.35  291
AJ6T         36.58  -87.42  291
AJ7          41.30 -116.60  291
AJ8          41.35  -83.23  291
AJ9          41.55  -87.97  291
AK           37.60  -91.87  291
AK0          41.12  -96.57  291
AK1          42.38  -71.65  291
AK2          41.15  -74.53  291
AK3          39.95  -76.85  291
AK4          33.12  -82.20  291
AK4NF        32.07  -86.25  291
AK4PJ        35.83  -83.22  291
AK4QR        34.83  -86.88  291
AK4R         35.22  -87.03  291
AK4Z         35.88  -84.17  291
AK5          31.85  -96.30  291
AK5CT        34.38  -88.67  291
AK6          35.48 -119.35  291
AK7          41.30 -116.60  291
AK8          41.35  -83.23  291
AK9          41.55  -87.97  291
AK9B         31.67 -106.13  291
AK9D         46.38 -124.05  291
AL           61.40 -148.87  6
AL1VE        47.75 -122.63  291
AL4U         35.28  -79.43  291
AL5M         29.97  -98.22  291
AL5P         32.75  -97.95  291
AL7CR        42.18 -123.02  291
AL7RF        39.38 -119.68  291
AL7RT        48.20 -114.30  291
AL7T         45.97  -95.32  291
AM           40.32   -3.43  281
AM1          42.57   -6.17  281
AM2          42.60   -1.93  281
AM3          41.68    1.90  281
AM4          40.18   -3.93  281
AM5          38.87   -0.97  281
AM6          39.60    2.95  21
AM65KZ       37.25   -4.68  281
AM7          37.25   -4.68  281
AM8          28.32  -15.85  29
AM800TUI     42.57   -6.17  281
AM9          35.90   -5.27  32
AN           40.32   -3.43  281
AN1          42.57   -6.17  281
AN2          42.60   -1.93  281
AN3          41.68    1.90  281
AN4          40.18   -3.93  281
AN5          38.87   -0.97  281
AN6          39.60    2.95  21
AN7          37.25   -4.68  281
AN8          28.32  -15.85  29
AN9          35.90   -5.27  32
AO           40.32   -3.43  281
AO1          42.57   -6.17  281
AO2          42.60   -1.93  281
AO3          41.68    1.90  281
AO4          40.18   -3.93  281
AO5          38.87   -0.97  281
AO6          39.60    2.95  21
AO7          37.25   -4.68  281
AO8          28.32  -15.85  29
AO9          35.90   -5.27  32
AP           30.00   70.00  372
AQ           30.00   70.00  372
AR           30.00   70.00  372
AS           30.00   70.00  372
AT           22.50   77.58  324
AT44I       -69.40   76.18  13
AU           22.50   77.58  324
AV           22.50   77.58  324
AW           22.50   77.58  324
AX          -23.70  132.33  150
AX0         -67.60   62.87  13
AX1         -35.50  149.00  150
AX2         -34.00  151.00  150
AX3         -38.00  145.00  150
AX4         -27.50  153.00  150
AX5         -34.90  138.60  150
AX6         -32.00  115.90  150
AX7         -42.90  147.30  150
AX8         -12.50  130.90  150
AX9         -29.03  167.93  189
AX9C        -12.15   96.82  38
AX9M        -17.40  155.85  171
AX9W        -16.22  150.02  303
AX9X        -10.48  105.63  35
AX9Y        -12.15   96.82  38
AX9Z        -16.22  150.02  303
AY          -32.50  -62.13  100
AY0A        -34.60  -58.38  100
AY0B        -34.60  -58.38  100
AY0C        -34.60  -58.38  100
AY0D        -33.70  -61.00  100
AY0E        -33.70  -61.00  100
AY0F        -33.72  -62.23  100
AY0G        -26.95  -58.72  100
AY0H        -31.42  -64.18  100
AY0I        -26.92  -54.52  100
AY0J        -32.05  -60.28  100
AY0K        -26.93  -65.33  100
AY0L        -28.67  -57.63  100
AY0M        -32.88  -68.85  100
AY0N        -27.78  -64.27  100
AY0O        -24.78  -65.42  100
AY0P        -30.87  -68.98  100
AY0Q        -33.30  -66.35  100
AY0R        -28.43  -65.78  100
AY0S        -29.43  -66.85  100
AY0T        -23.75  -65.50  100
AY0U        -36.62  -64.28  100
AY0V        -40.80  -63.00  100
AY0W        -43.30  -65.10  100
AY0X        -50.43  -69.25  100
AY0Y        -38.95  -68.07  100
AY1A        -34.60  -58.38  100
AY1B        -34.60  -58.38  100
AY1C        -34.60  -58.38  100
AY1D        -33.70  -61.00  100
AY1E        -33.70  -61.00  100
AY1F        -33.72  -62.23  100
AY1G        -26.95  -58.72  100
AY1H        -31.42  -64.18  100
AY1I        -26.92  -54.52  100
AY1J        -32.05  -60.28  100
AY1K        -26.93  -65.33  100
AY1L        -28.67  -57.63  100
AY1M        -32.88  -68.85  100
AY1N        -27.78  -64.27  100
AY1O        -24.78  -65.42  100
AY1P        -30.87  -68.98  100
AY1Q        -33.30  -66.35  100
AY1R        -28.43  -65.78  100
AY1S        -29.43  -66.85  100
AY1T        -23.75  -65.50  100
AY1U        -36.62  -64.28  100
AY1V        -40.80  -63.00  100
AY1W        -43.30  -65.10  100
AY1X        -50.43  -69.25  100
AY1Y        -38.95  -68.07  100
AY1Z        -64.97  -60.07  13
AY2A        -34.60  -58.38  100
AY2B        -34.60  -58.38  100
AY2C        -34.60  -58.38  100
AY2D        -33.70  -61.00  100
AY2E        -33.70  -61.00  100
AY2F        -33.72  -62.23  100
AY2G        -26.95  -58.72  100
AY2H        -31.42  -64.18  100
AY2I        -26.92  -54.52  100
AY2J        -32.05  -60.28  100
AY2K        -26.93  -65.33  100
AY2L        -28.67  -57.63  100
AY2M        -32.88  -68.85  100
AY2N        -27.78  -64.27  100
AY2O        -24.78  -65.42  100
AY2P        -30.87  -68.98  100
AY2Q        -33.30  -66.35  100
AY2R        -28.43  -65.78  100
AY2S        -29.43  -66.85  100
AY2T        -23.75  -65.50  100
AY2U        -36.62  -64.28  100
AY2V        -40.80  -63.00  100
AY2W        -43.30  -65.10  100
AY2X        -50.43  -69.25  100
AY2Y        -38.95  -68.07  100
AY2Z        -64.97  -60.07  13
AY3A        -34.60  -58.38  100
AY3B        -34.60  -58.38  100
AY3C        -34.60  -58.38  100
AY3D        -33.70  -61.00  100
AY3E        -33.70  -61.00  100
AY3F        -33.72  -62.23  100
AY3G        -26.95  -58.72  100
AY3H        -31.42  -64.18  100
AY3I        -26.92  -54.52  100
AY3J        -32.05  -60.28  100
AY3K        -26.93  -65.33  100
AY3L        -28.67  -57.63  100
AY3M        -32.88  -68.85  100
AY3N        -27.78  -64.27  100
AY3O        -24.78  -65.42  100
AY3P        -30.87  -68.98  100
AY3Q        -33.30  -66.35  100
AY3R        -28.43  -65.78  100
AY3S        -29.43  -66.85  100
AY3T        -23.75  -65.50  100
AY3U        -36.62  -64.28  100
AY3V        -40.80  -63.00  100
AY3W        -43.30  -65.10  100
AY3X        -50.43  -69.25  100
AY3Y        -38.95  -68.07  100
AY3Z        -64.97  -60.07  13
AY4A        -34.60  -58.38  100
AY4B        -34.60  -58.38  100
AY4C        -34.60  -58.38  100
AY4D        -33.70  -61.00  100
AY4E        -33.70  -61.00  100
AY4F        -33.72  -62.23  100
AY4G        -26.95  -58.72  100
AY4H        -31.42  -64.18  100
AY4I        -26.92  -54.52  100
AY4J        -32.05  -60.28  100
AY4K        -26.93  -65.33  100
AY4L        -28.67  -57.63  100
AY4M        -32.88  -68.85  100
AY4N        -27.78  -64.27  100
AY4O        -24.78  -65.42  100
AY4P        -30.87  -68.98  100
AY4Q        -33.30  -66.35  100
AY4R        -28.43  -65.78  100
AY4S        -29.43  -66.85  100
AY4T        -23.75  -65.50  100
AY4U        -36.62  -64.28  100
AY4V        -40.80  -63.00  100
AY4W        -43.30  -65.10  100
AY4X        -50.43  -69.25  100
AY4Y        -38.95  -68.07  100
AY4Z        -64.97  -60.07  13
AY5A        -34.60  -58.38  100
AY5B        -34.60  -58.38  100
AY5C        -34.60  -58.38  100
AY5D        -33.70  -61.00  100
AY5E        -33.70  -61.00  100
AY5F        -33.72  -62.23  100
AY5G        -26.95  -58.72  100
AY5H        -31.42  -64.18  100
AY5I        -26.92  -54.52  100
AY5J        -32.05  -60.28  100
AY5K        -26.93  -65.33  100
AY5L        -28.67  -57.63  100
AY5M        -32.88  -68.85  100
AY5N        -27.78  -64.27  100
AY5O        -24.78  -65.42  100
AY5P        -30.87  -68.98  100
AY5Q        -33.30  -66.35  100
AY5R        -28.43  -65.78  100
AY5S        -29.43  -66.85  100
AY5T        -23.75  -65.50  100
AY5U        -36.62  -64.28  100
AY5V        -40.80  -63.00  100
AY5W        -43.30  -65.10  100
AY5X        -50.43  -69.25  100
AY5Y        -38.95  -68.07  100
AY5Z        -64.97  -60.07  13
AY6A        -34.60  -58.38  100
AY6B        -34.60  -58.38  100
AY6C        -34.60  -58.38  100
AY6D        -33.70  -61.00  100
AY6E        -33.70  -61.00  100
AY6F        -33.72  -62.23  100
AY6G        -26.95  -58.72  100
AY6H        -31.42  -64.18  100
AY6I        -26.92  -54.52  100
AY6J        -32.05  -60.28  100
AY6K        -26.93  -65.33  100
AY6L        -28.67  -57.63  100
AY6M        -32.88  -68.85  100
AY6N        -27.78  -64.27  100
AY6O        -24.78  -65.42  100
AY6P        -30.87  -68.98  100
AY6Q        -33.30  -66.35  100
AY6R        -28.43  -65.78  100
AY6S        -29.43  -66.85  100
AY6T        -23.75  -65.50  100
AY6U        -36.62  -64.28  100
AY6V        -40.80  -63.00  100
AY6W        -43.30  -65.10  100
AY6X        -50.43  -69.25  100
AY6Y        -38.95  -68.07  100
AY6Z        -64.97  -60.07  13
AY7A        -34.60  -58.38  100
AY7B        -34.60  -58.38  100
AY7C        -34.60  -58.38  100
AY7D        -33.70  -61.00  100
AY7E        -33.70  -61.00  100
AY7F        -33.72  -62.23  100
AY7G        -26.95  -58.72  100
AY7H        -31.42  -64.18  100
AY7I        -26.92  -54.52  100
AY7J        -32.05  -60.28  100
AY7K        -26.93  -65.33  100
AY7L        -28.67  -57.63  100
AY7M        -32.88  -68.85  100
AY7N        -27.78  -64.27  100
AY7O        -24.78  -65.42  100
AY7P        -30.87  -68.98  100
AY7Q        -33.30  -66.35  100
AY7R        -28.43  -65.78  100
AY7S        -29.43  -66.85  100
AY7T        -23.75  -65.50  100
AY7U        -36.62  -64.28  100
AY7V        -40.80  -63.00  100
AY7W        -43.30  -65.10  100
AY7X        -50.43  -69.25  100
AY7Y        -38.95  -68.07  100
AY7Z        -64.97  -60.07  13
AY8A        -34.60  -58.38  100
AY8B        -34.60  -58.38  100
AY8C        -34.60  -58.38  100
AY8D        -33.70  -61.00  100
AY8E        -33.70  -61.00  100
AY8F        -33.72  -62.23  100
AY8G        -26.95  -58.72  100
AY8H        -31.42  -64.18  100
AY8I        -26.92  -54.52  100
AY8J        -32.05  -60.28  100
AY8K        -26.93  -65.33  100
AY8L        -28.67  -57.63  100
AY8M        -32.88  -68.85  100
AY8N        -27.78  -64.27  100
AY8O        -24.78  -65.42  100
AY8P        -30.87  -68.98  100
AY8Q        -33.30  -66.35  100
AY8R        -28.43  -65.78  100
AY8S        -29.43  -66.85  100
AY8T        -23.75  -65.50  100
AY8U        -36.62  -64.28  100
AY8V        -40.80  -63.00  100
AY8W        -43.30  -65.10  100
AY8X        -50.43  -69.25  100
AY8Y        -38.95  -68.07  100
AY8Z        -64.97  -60.07  13
AY9A        -34.60  -58.38  100
AY9B        -34.60  -58.38  100
AY9C        -34.60  -58.38  100
AY9D        -33.70  -61.00  100
AY9E        -33.70  -61.00  100
AY9F        -33.72  -62.23  100
AY9G        -26.95  -58.72  100
AY9H        -31.42  -64.18  100
AY9I        -26.92  -54.52  100
AY9J        -32.05  -60.28  100
AY9K        -26.93  -65.33  100
AY9L        -28.67  -57.63  100
AY9M        -32.88  -68.85  100
AY9N        -27.78  -64.27  100
AY9O        -24.78  -65.42  100
AY9P        -30.87  -68.98  100
AY9Q        -33.30  -66.35  100
AY9R        -28.43  -65.78  100
AY9S        -29.43  -66.85  100
AY9T        -23.75  -65.50  100
AY9U        -36.62  -64.28  100
AY9V        -40.80  -63.00  100
AY9W        -43.30  -65.10  100
AY9X        -50.43  -69.25  100
AY9Y        -38.95  -68.07  100
AY9Z        -64.97  -60.07  13
AZ          -32.50  -62.13  100
AZ0A        -34.60  -58.38  100
AZ0B        -34.60  -58.38  100
AZ0C        -34.60  -58.38  100
AZ0D        -33.70  -61.00  100
AZ0E        -33.70  -61.00  100
AZ0F        -33.72  -62.23  100
AZ0G        -26.95  -58.72  100
AZ0H        -31.42  -64.18  100
AZ0I        -26.92  -54.52  100
AZ0J        -32.05  -60.28  100
AZ0K        -26.93  -65.33  100
AZ0L        -28.67  -57.63  100
AZ0M        -32.88  -68.85  100
AZ0N        -27.78  -64.27  100
AZ0O        -24.78  -65.42  100
AZ0P        -30.87  -68.98  100
AZ0Q        -33.30  -66.35  100
AZ0R        -28.43  -65.78  100
AZ0S        -29.43  -66.85  100
AZ0T        -23.75  -65.50  100
AZ0U        -36.62  -64.28  100
AZ0V        -40.80  -63.00  100
AZ0W        -43.30  -65.10  100
AZ0X        -50.43  -69.25  100
AZ0Y        -38.95  -68.07  100
AZ1A        -34.60  -58.38  100
AZ1B        -34.60  -58.38  100
AZ1C        -34.60  -58.38  100
AZ1D        -33.70  -61.00  100
AZ1E        -33.70  -61.00  100
AZ1F        -33.72  -62.23  100
AZ1G        -26.95  -58.72  100
AZ1H        -31.42  -64.18  100
AZ1I        -26.92  -54.52  100
AZ1J        -32.05  -60.28  100
AZ1K        -26.93  -65.33  100
AZ1L        -28.67  -57.63  100
AZ1M        -32.88  -68.85  100
AZ1N        -27.78  -64.27  100
AZ1O        -24.78  -65.42  100
AZ1P        -30.87  -68.98  100
AZ1Q        -33.30  -66.35  100
AZ1R        -28.43  -65.78  100
AZ1S        -29.43  -66.85  100
AZ1T        -23.75  -65.50  100
AZ1U        -36.62  -64.28  100
AZ1V        -40.80  -63.00  100
AZ1W        -43.30  -65.10  100
AZ1X        -50.43  -69.25  100
AZ1Y        -38.95  -68.07  100
AZ2A        -34.60  -58.38  100
AZ2B        -34.60  -58.38  100
AZ2C        -34.60  -58.38  100
AZ2D        -33.70  -61.00  100
AZ2E        -33.70  -61.00  100
AZ2F        -33.72  -62.23  100
AZ2G        -26.95  -58.72  100
AZ2H        -31.42  -64.18  100
AZ2I        -26.92  -54.52  100
AZ2J        -32.05  -60.28  100
AZ2K        -26.93  -65.33  100
AZ2L        -28.67  -57.63  100
AZ2M        -32.88  -68.85  100
AZ2N        -27.78  -64.27  100
AZ2O        -24.78  -65.42  100
AZ2P        -30.87  -68.98  100
AZ2Q        -33.30  -66.35  100
AZ2R        -28.43  -65.78  100
AZ2S        -29.43  -66.85  100
AZ2T        -23.75  -65.50  100
AZ2U        -36.62  -64.28  100
AZ2V        -40.80  -63.00  100
AZ2W        -43.30  -65.10  100
AZ2X        -50.43  -69.25  100
AZ2Y        -38.95  -68.07  100
AZ3A        -34.60  -58.38  100
AZ3B        -34.60  -58.38  100
AZ3C        -34.60  -58.38  100
AZ3D        -33.70  -61.00  100
AZ3E        -33.70  -61.00  100
AZ3F        -33.72  -62.23  100
AZ3G        -26.95  -58.72  100
AZ3H        -31.42  -64.18  100
AZ3I        -26.92  -54.52  100
AZ3J        -32.05  -60.28  100
AZ3K        -26.93  -65.33  100
AZ3L        -28.67  -57.63  100
AZ3M        -32.88  -68.85  100
AZ3N        -27.78  -64.27  100
AZ3O        -24.78  -65.42  100
AZ3P        -30.87  -68.98  100
AZ3Q        -33.30  -66.35  100
AZ3R        -28.43  -65.78  100
AZ3S        -29.43  -66.85  100
AZ3T        -23.75  -65.50  100
AZ3U        -36.62  -64.28  100
AZ3V        -40.80  -63.00  100
AZ3W        -43.30  -65.10  100
AZ3X        -50.43  -69.25  100
AZ3Y        -38.95  -68.07  100
AZ4A        -34.60  -58.38  100
AZ4B        -34.60  -58.38  100
AZ4C        -34.60  -58.38  100
AZ4D        -33.70  -61.00  100
AZ4E        -33.70  -61.00  100
AZ4F        -33.72  -62.23  100
AZ4G        -26.95  -58.72  100
AZ4H        -31.42  -64.18  100
AZ4I        -26.92  -54.52  100
AZ4J        -32.05  -60.28  100
AZ4K        -26.93  -65.33  100
AZ4L        -28.67  -57.63  100
AZ4M        -32.88  -68.85  100
AZ4N        -27.78  -64.27  100
AZ4O        -24.78  -65.42  100
AZ4P        -30.87  -68.98  100
AZ4Q        -33.30  -66.35  100
AZ4R        -28.43  -65.78  100
AZ4S        -29.43  -66.85  100
AZ4T        -23.75  -65.50  100
AZ4U        -36.62  -64.28  100
AZ4V        -40.80  -63.00  100
AZ4W        -43.30  -65.10  100
AZ4X        -50.43  -69.25  100
AZ4Y        -38.95  -68.07  100
AZ5A        -34.60  -58.38  100
AZ5B        -34.60  -58.38  100
AZ5C        -34.60  -58.38  100
AZ5D        -33.70  -61.00  100
AZ5E        -33.70  -61.00  100
AZ5F        -33.72  -62.23  100
AZ5G        -26.95  -58.72  100
AZ5H        -31.42  -64.18  100
AZ5I        -26.92  -54.52  100
AZ5J        -32.05  -60.28  100
AZ5K        -26.93  -65.33  100
AZ5L        -28.67  -57.63  100
AZ5M        -32.88  -68.85  100
AZ5N        -27.78  -64.27  100
AZ5O        -24.78  -65.42  100
AZ5P        -30.87  -68.98  100
AZ5Q        -33.30  -66.35  100
AZ5R        -28.43  -65.78  100
AZ5S        -29.43  -66.85  100
AZ5T        -23.75  -65.50  100
AZ5U        -36.62  -64.28  100
AZ5V        -40.80  -63.00  100
AZ5W        -43.30  -65.10  100
AZ5X        -50.43  -69.25  100
AZ5Y        -38.95  -68.07  100
AZ6A        -34.60  -58.38  100
AZ6B        -34.60  -58.38  100
AZ6C        -34.60  -58.38  100
AZ6D        -33.70  -61.00  100
AZ6E        -33.70  -61.00  100
AZ6F        -33.72  -62.23  100
AZ6G        -26.95  -58.72  100
AZ6H        -31.42  -64.18  100
AZ6I        -26.92  -54.52  100
AZ6J        -32.05  -60.28  100
AZ6K        -26.93  -65.33  100
AZ6L        -28.67  -57.63  100
AZ6M        -32.88  -68.85  100
AZ6N        -27.78  -64.27  100
AZ6O        -24.78  -65.42  100
AZ6P        -30.87  -68.98  100
AZ6Q        -33.30  -66.35  100
AZ6R        -28.43  -65.78  100
AZ6S        -29.43  -66.85  100
AZ6T        -23.75  -65.50  100
AZ6U        -36.62  -64.28  100
AZ6V        -40.80  -63.00  100
AZ6W        -43.30  -65.10  100
AZ6X        -50.43  -69.25  100
AZ6Y        -38.95  -68.07  100
AZ7A        -34.60  -58.38  100
AZ7B        -34.60  -58.38  100
AZ7C        -34.60  -58.38  100
AZ7D        -33.70  -61.00  100
AZ7E        -33.70  -61.00  100
AZ7F        -33.72  -62.23  100
AZ7G        -26.95  -58.72  100
AZ7H        -31.42  -64.18  100
AZ7I        -26.92  -54.52  100
AZ7J        -32.05  -60.28  100
AZ7K        -26.93  -65.33  100
AZ7L        -28.67  -57.63  100
AZ7M        -32.88  -68.85  100
AZ7N        -27.78  -64.27  100
AZ7O        -24.78  -65.42  100
AZ7P        -30.87  -68.98  100
AZ7Q        -33.30  -66.35  100
AZ7R        -28.43  -65.78  100
AZ7S        -29.43  -66.85  100
AZ7T        -23.75  -65.50  100
AZ7U        -36.62  -64.28  100
AZ7V        -40.80  -63.00  100
AZ7W        -43.30  -65.10  100
AZ7X        -50.43  -69.25  100
AZ7Y        -38.95  -68.07  100
AZ8A        -34.60  -58.38  100
AZ8B        -34.60  -58.38  100
AZ8C        -34.60  -58.38  100
AZ8D        -33.70  -61.00  100
AZ8E        -33.70  -61.00  100
AZ8F        -33.72  -62.23  100
AZ8G        -26.95  -58.72  100
AZ8H        -31.42  -64.18  100
AZ8I        -26.92  -54.52  100
AZ8J        -32.05  -60.28  100
AZ8K        -26.93  -65.33  100
AZ8L        -28.67  -57.63  100
AZ8M        -32.88  -68.85  100
AZ8N        -27.78  -64.27  100
AZ8O        -24.78  -65.42  100
AZ8P        -30.87  -68.98  100
AZ8Q        -33.30  -66.35  100
AZ8R        -28.43  -65.78  100
AZ8S        -29.43  -66.85  100
AZ8T        -23.75  -65.50  100
AZ8U        -36.62  -64.28  100
AZ8V        -40.80  -63.00  100
AZ8W        -43.30  -65.10  100
AZ8X        -50.43  -69.25  100
AZ8Y        -38.95  -68.07  100
AZ9A        -34.60  -58.38  100
AZ9B        -34.60  -58.38  100
AZ9C        -34.60  -58.38  100
AZ9D        -33.70  -61.00  100
AZ9E        -33.70  -61.00  100
AZ9F        -33.72  -62.23  100
AZ9G        -26.95  -58.72  100
AZ9H        -31.42  -64.18  100
AZ9I        -26.92  -54.52  100
AZ9J        -32.05  -60.28  100
AZ9K        -26.93  -65.33  100
AZ9L        -28.67  -57.63  100
AZ9M        -32.88  -68.85  100
AZ9N        -27.78  -64.27  100
AZ9O        -24.78  -65.42  100
AZ9P        -30.87  -68.98  100
AZ9Q        -33.30  -66.35  100
AZ9R        -28.43  -65.78  100
AZ9S        -29.43  -66.85  100
AZ9T        -23.75  -65.50  100
AZ9U        -36.62  -64.28  100
AZ9V        -40.80  -63.00  100
AZ9W        -43.30  -65.10  100
AZ9X        -50.43  -69.25  100
AZ9Y        -38.95  -68.07  100
B0A          43.75   87.75  318
B0B          43.75   87.75  318
B0C          43.75   87.75  318
B0D          43.75   87.75  318
B0E          43.75   87.75  318
B0F          43.75   87.75  318
B0G          29.42   90.97  318
B0H          29.42   90.97  318
B0I          29.42   90.97  318
B0J          29.42   90.97  318
B0K          29.42   90.97  318
B0L          29.42   90.97  318
B1           39.93  116.40  318
B2A          45.80  126.67  318
B2B          45.80  126.67  318
B2C          45.80  126.67  318
B2D          45.80  126.67  318
B2E          45.80  126.67  318
B2F          45.80  126.67  318
B2G          45.80  126.67  318
B2H          45.80  126.67  318
B2I          43.95  125.28  318
B2J          43.95  125.28  318
B2K          43.95  125.28  318
B2L          43.95  125.28  318
B2M          43.95  125.28  318
B2N          43.95  125.28  318
B2O          43.95  125.28  318
B2P          43.95  125.28  318
B2Q          41.80  123.45  318
B2R          41.80  123.45  318
B2S          41.80  123.45  318
B2T          41.80  123.45  318
B2U          41.80  123.45  318
B2V          41.80  123.45  318
B2W          41.80  123.45  318
B2X          41.80  123.45  318
B3A          39.13  117.17  318
B3B          39.13  117.17  318
B3C          39.13  117.17  318
B3D          39.13  117.17  318
B3E          39.13  117.17  318
B3F          39.13  117.17  318
B3G          40.87  111.67  318
B3H          40.87  111.67  318
B3I          40.87  111.67  318
B3J          40.87  111.67  318
B3K          40.87  111.67  318
B3L          40.87  111.67  318
B3M          38.03  114.47  318
B3N          38.03  114.47  318
B3O          38.03  114.47  318
B3P          38.03  114.47  318
B3Q          38.03  114.47  318
B3R          38.03  114.47  318
B3S          37.87  112.55  318
B3T          37.87  112.55  318
B3U          37.87  112.55  318
B3V          37.87  112.55  318
B3W          37.87  112.55  318
B3X          37.87  112.55  318
B4A          31.25  121.43  318
B4B          31.25  121.43  318
B4C          31.25  121.43  318
B4D          31.25  121.43  318
B4E          31.25  121.43  318
B4F          31.25  121.43  318
B4G          31.25  121.43  318
B4H          31.25  121.43  318
B4I          36.63  117.02  318
B4J          36.63  117.02  318
B4K          36.63  117.02  318
B4L          36.63  117.02  318
B4M          36.63  117.02  318
B4N          36.63  117.02  318
B4O          36.63  117.02  318
B4P          36.63  117.02  318
B4Q          32.03  118.78  318
B4R          32.03  118.78  318
B4S          32.03  118.78  318
